iterationName,wID,aID,utterance,rt,target_type,competitor_type,target,foil,trial_type,trial_index,time_elapsed
full_sample,13,36H9ULYP63JAN6F4R3R1LH8M6HXJFV,skipping,9950,tangram,isolated,A2.jpg,NA,survey-text,24,178236
full_sample,108,3II4UPYCOKWUB95LVNGKUIHN8Z8QDH,jogger,6551.079999997455,tangram,isolated,tangram-99.jpg,NA,survey-text,28,280427
full_sample,70,3EA3QWIZ4JKOB0DZ45BQQK8NKBFTI0,kneel,4155.849999981001,tangram,isolated,tangram-87.jpg,NA,survey-text,28,127873
full_sample,55,3SB4CE2TJWKGMZ3LXRKAYP5AKZZAXX,lean,9484.490000002552,tangram,isolated,K1.jpg,NA,survey-text,32,700399
full_sample,13,36H9ULYP63JAN6F4R3R1LH8M6HXJFV,dodging,5595,tangram,isolated,W1.jpg,NA,survey-text,25,184335
full_sample,97,3R6P78PK7L0AF974EHBN58V75YNTG8,horse,12347.68999996595,tangram,isolated,tangram-4.jpg,NA,survey-text,21,284583
full_sample,108,3II4UPYCOKWUB95LVNGKUIHN8Z8QDH,embracer,5400.235000000976,tangram,isolated,tangram-179.jpg,NA,survey-text,29,286333
full_sample,59,3TPWUS5F8AQPQEVT70KF21HRB0FCW9,performer,9909,tangram,isolated,tangram-30.jpg,NA,survey-text,29,311056
full_sample,70,3EA3QWIZ4JKOB0DZ45BQQK8NKBFTI0,trophy,6966.454999987036,tangram,isolated,tangram-142.jpg,NA,survey-text,29,135342
full_sample,13,36H9ULYP63JAN6F4R3R1LH8M6HXJFV,kicking,4383,tangram,isolated,tangram-164.jpg,NA,survey-text,26,189221
full_sample,101,3E337GFOLAXCKW2KHLPBW9PFGG3NG3,strawberry,16076.999999815598,catch,NA,catch_trial.jpg,NA,survey-text,17,185054
full_sample,51,3Z4XG4ZF49G23BA60T0W2YZFUBY8XQ,Sad,15749.880000017583,tangram,isolated,tangram-9.jpg,NA,survey-text,21,244159
full_sample,108,3II4UPYCOKWUB95LVNGKUIHN8Z8QDH,flier,3378.839999997581,tangram,isolated,E1.jpg,NA,survey-text,30,290216
full_sample,70,3EA3QWIZ4JKOB0DZ45BQQK8NKBFTI0,sneak,2826.035000034608,tangram,isolated,tangram-178.jpg,NA,survey-text,30,138671
full_sample,51,3Z4XG4ZF49G23BA60T0W2YZFUBY8XQ,Can't determined,3622.6299998816103,tangram,isolated,tangram-114.jpg,NA,survey-text,22,248309
full_sample,59,3TPWUS5F8AQPQEVT70KF21HRB0FCW9,monster,6499,tangram,isolated,tangram-171.jpg,NA,survey-text,30,318058
full_sample,13,36H9ULYP63JAN6F4R3R1LH8M6HXJFV,twisting,4748,tangram,isolated,V1.jpg,NA,survey-text,27,194473
full_sample,101,3E337GFOLAXCKW2KHLPBW9PFGG3NG3,runner,4949.000000022352,tangram,isolated,N1.jpg,NA,survey-text,18,190515
full_sample,51,3Z4XG4ZF49G23BA60T0W2YZFUBY8XQ,Can't determined,988.6650000698864,tangram,isolated,tangram-30.jpg,NA,survey-text,23,249807
full_sample,108,3II4UPYCOKWUB95LVNGKUIHN8Z8QDH,mom,5800.3349999999045,tangram,isolated,tangram-119.jpg,NA,survey-text,31,296522
full_sample,70,3EA3QWIZ4JKOB0DZ45BQQK8NKBFTI0,strut,4955.085000023246,tangram,isolated,tangram-30.jpg,NA,survey-text,31,144128
full_sample,51,3Z4XG4ZF49G23BA60T0W2YZFUBY8XQ,Can't determined,2268.8400000333786,tangram,isolated,E1.jpg,NA,survey-text,24,252588
full_sample,13,36H9ULYP63JAN6F4R3R1LH8M6HXJFV,falling,4978,tangram,isolated,tangram-111.jpg,NA,survey-text,28,199954
full_sample,101,3E337GFOLAXCKW2KHLPBW9PFGG3NG3,dancer,5676.99999990873,tangram,isolated,tangram-103.jpg,NA,survey-text,19,196697
full_sample,59,3TPWUS5F8AQPQEVT70KF21HRB0FCW9,detective,7188,tangram,isolated,P1.jpg,NA,survey-text,31,325756
full_sample,108,3II4UPYCOKWUB95LVNGKUIHN8Z8QDH,aunt,5418.7350000065635,tangram,isolated,O1.jpg,NA,survey-text,32,302447
full_sample,51,3Z4XG4ZF49G23BA60T0W2YZFUBY8XQ,running,4234.759999904782,tangram,isolated,L1.jpg,NA,survey-text,25,257343
full_sample,13,36H9ULYP63JAN6F4R3R1LH8M6HXJFV,kneeling,3436,tangram,isolated,G1.jpg,NA,survey-text,29,203893
full_sample,97,3R6P78PK7L0AF974EHBN58V75YNTG8,kicker,19373.739999951795,tangram,isolated,tangram-53.jpg,NA,survey-text,22,304471
full_sample,51,3Z4XG4ZF49G23BA60T0W2YZFUBY8XQ,walking,3947.230000048876,tangram,isolated,tangram-111.jpg,NA,survey-text,26,261817
full_sample,74,3NLZY2D53QED9LTD84E8DVPSH8AQLX,woman,5192.004999960773,tangram,isolated,tangram-71.jpg,NA,survey-text,2,119638
full_sample,101,3E337GFOLAXCKW2KHLPBW9PFGG3NG3,man,6962.999999988824,tangram,isolated,tangram-114.jpg,NA,survey-text,20,204164
